id,title,listingType,propertyType,subType,price,bedrooms,bathrooms,carPark,builtUpSqft,landSqft,tenure,furnishing,status,featured,isNew,address,area,city,state,postedDate,description,coverImage,image2,image3,image4,image5,image6,image7,image8,image9,image10
rent-063,"Placeholder Rent Property #063",rent,residential,Condo,2460,2,2,2,1430,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #063. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-064,"Placeholder Rent Property #064",rent,residential,Condo,2480,3,1,1,1440,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #064. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-065,"Placeholder Rent Property #065",rent,residential,Condo,2500,4,2,2,1450,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #065. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-066,"Placeholder Rent Property #066",rent,residential,Condo,2520,2,1,1,1460,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #066. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-067,"Placeholder Rent Property #067",rent,residential,Condo,2540,3,2,2,1470,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #067. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-068,"Placeholder Rent Property #068",rent,residential,Condo,2560,4,1,1,1480,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #068. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-069,"Placeholder Rent Property #069",rent,residential,Condo,2580,2,2,2,1490,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #069. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-070,"Placeholder Rent Property #070",rent,residential,Condo,2600,3,1,1,1500,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #070. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-071,"Placeholder Rent Property #071",rent,residential,Condo,2620,4,2,2,1510,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #071. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-072,"Placeholder Rent Property #072",rent,residential,Condo,2640,2,1,1,1520,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #072. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-073,"Placeholder Rent Property #073",rent,residential,Condo,2660,3,2,2,1530,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #073. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-074,"Placeholder Rent Property #074",rent,residential,Condo,2680,4,1,1,1540,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #074. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-075,"Placeholder Rent Property #075",rent,residential,Condo,2700,2,2,2,1550,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #075. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-076,"Placeholder Rent Property #076",rent,residential,Condo,2720,3,1,1,1560,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #076. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-077,"Placeholder Rent Property #077",rent,residential,Condo,2740,4,2,2,1570,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #077. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-078,"Placeholder Rent Property #078",rent,residential,Condo,2760,2,1,1,1580,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #078. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-079,"Placeholder Rent Property #079",rent,residential,Condo,2780,3,2,2,1590,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #079. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-080,"Placeholder Rent Property #080",rent,residential,Condo,2800,4,1,1,1600,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #080. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-081,"Placeholder Rent Property #081",rent,residential,Condo,2820,2,2,2,1610,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #081. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-082,"Placeholder Rent Property #082",rent,residential,Condo,2840,3,1,1,1620,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #082. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-083,"Placeholder Rent Property #083",rent,residential,Condo,2860,4,2,2,1630,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #083. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-084,"Placeholder Rent Property #084",rent,residential,Condo,2880,2,1,1,1640,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #084. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-085,"Placeholder Rent Property #085",rent,residential,Condo,2900,3,2,2,1650,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #085. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-086,"Placeholder Rent Property #086",rent,residential,Condo,2920,4,1,1,1660,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #086. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-087,"Placeholder Rent Property #087",rent,residential,Condo,2940,2,2,2,1670,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #087. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-088,"Placeholder Rent Property #088",rent,residential,Condo,2960,3,1,1,1680,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #088. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-089,"Placeholder Rent Property #089",rent,residential,Condo,2980,4,2,2,1690,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #089. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-090,"Placeholder Rent Property #090",rent,residential,Condo,3000,2,1,1,1700,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #090. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-091,"Placeholder Rent Property #091",rent,residential,Condo,3020,3,2,2,1710,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #091. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-092,"Placeholder Rent Property #092",rent,residential,Condo,3040,4,1,1,1720,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #092. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-093,"Placeholder Rent Property #093",rent,residential,Condo,3060,2,2,2,1730,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #093. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-094,"Placeholder Rent Property #094",rent,residential,Condo,3080,3,1,1,1740,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #094. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-095,"Placeholder Rent Property #095",rent,residential,Condo,3100,4,2,2,1750,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #095. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-096,"Placeholder Rent Property #096",rent,residential,Condo,3120,2,1,1,1760,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #096. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-097,"Placeholder Rent Property #097",rent,residential,Condo,3140,3,2,2,1770,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #097. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-098,"Placeholder Rent Property #098",rent,residential,Condo,3160,4,1,1,1780,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #098. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-099,"Placeholder Rent Property #099",rent,residential,Condo,3180,2,2,2,1790,,Freehold,Fully Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #099. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
rent-100,"Placeholder Rent Property #100",rent,residential,Condo,3200,3,1,1,1800,,Freehold,Partially Furnished,available,FALSE,TRUE,"Jalan Austin Heights 8/x, Taman Mount Austin, 81100 Johor Bahru, Johor",Mount Austin,Johor Bahru,Johor,2026-07-05,"This is a placeholder description for rent listing #100. Details will be updated by the agent later.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,,,,,,,,
